Year,Round,Region,Team1,Seed1,Team2,Seed2,Score,Winner,Team1_Conf,Team1_Wins,Team1_Losses,Team1_WinPct,Team1_NetRtg,Team1_ORtg,Team1_DRtg,Team2_Conf,Team2_Wins,Team2_Losses,Team2_WinPct,Team2_NetRtg,Team2_ORtg,Team2_DRtg
2019,Second Round,East,Minnesota,10,Michigan St.,2,50-70,Michigan St.,B10,22,14,0.6111111111111112,14.35,111.4,97.0,B10,32,7,0.8205128205128205,30.81,121.0,90.2
2019,Second Round,West,Gonzaga,1,Baylor,9,83-71,Gonzaga,WCC,33,4,0.8918918918918919,32.85,124.5,91.6,B12,20,14,0.5882352941176471,16.48,115.3,98.8
2019,Second Round,West,Murray St.,12,Florida St.,4,62-90,Florida St.,OVC,28,5,0.8484848484848485,13.83,112.5,98.6,ACC,29,8,0.7837837837837838,22.39,112.8,90.4
2019,Second Round,West,Buffalo,6,Texas Tech,3,58-78,Texas Tech,MAC,32,4,0.8888888888888888,19.85,115.2,95.4,B12,31,7,0.8157894736842105,30.03,114.1,84.1
2019,Second Round,West,Florida St.,10,Michigan,2,49-64,Michigan,ACC,29,8,0.7837837837837838,22.39,112.8,90.4,B10,30,7,0.8108108108108109,28.32,114.5,86.2
2019,Second Round,South,Virginia,1,Oklahoma,9,63-51,Virginia,ACC,35,3,0.9210526315789473,34.22,123.4,89.2,B12,20,14,0.5882352941176471,16.94,111.1,94.1
2019,Second Round,South,Oregon,12,UC Irvine,13,73-54,Oregon,P12,25,13,0.6578947368421053,17.86,109.5,91.7,BW,31,6,0.8378378378378378,9.16,107.4,98.2
2019,Second Round,South,Villanova,6,Purdue,3,61-87,Purdue,BE,26,10,0.7222222222222222,17.33,116.5,99.2,B10,26,10,0.7222222222222222,26.81,122.5,95.6
2019,Second Round,South,Iowa,10,Tennessee,2,77-83,Tennesse,B10,23,12,0.6571428571428571,16.02,117.4,101.3,SEC,31,6,0.8378378378378378,26.24,122.7,96.5
2019,Second Round,Midwest,North Carolina,1,Washington,9,81-59,North Carolina,ACC,29,7,0.8055555555555556,27.69,119.7,92.0,P12,27,9,0.75,14.28,107.7,93.5
2019,Second Round,Midwest,Auburn,5,Kansas,4,89-75,Auburn,SEC,30,10,0.75,25.0,120.9,95.9,B12,26,10,0.7222222222222222,21.57,113.9,92.3
2019,Second Round,Midwest,Ohio St.,11,Houston,3,59-74,Houston,B10,20,15,0.5714285714285714,14.66,109.1,94.4,Amer,33,4,0.8918918918918919,24.13,115.3,91.2
2019,Second Round,Midwest,Wofford,7,Kentucky,2,56-62,Kentucky,SC,30,5,0.8571428571428571,20.69,118.1,97.4,SEC,30,7,0.8108108108108109,27.57,117.6,90.1
2019,Sweet 16,East,Duke,1,Virginia Tech,4,75-73,Duke,ACC,32,6,0.8421052631578947,30.62,120.0,89.3,ACC,26,9,0.7428571428571429,24.07,118.1,94.0
2019,Sweet 16,East,LSU,3,Michigan St.,2,63-80,Michigan St.,SEC,28,7,0.8,20.22,117.7,97.5,B10,32,7,0.8205128205128205,30.81,121.0,90.2
2019,Sweet 16,West,Gonzaga,1,Florida St.,4,72-58,Gonzaga,WCC,33,4,0.8918918918918919,32.85,124.5,91.6,ACC,29,8,0.7837837837837838,22.39,112.8,90.4
2019,Sweet 16,West,Texas Tech,3,Michigan,2,63-44,Texas Tech,B12,31,7,0.8157894736842105,30.03,114.1,84.1,B10,30,7,0.8108108108108109,28.32,114.5,86.2
2019,Sweet 16,South,Virginia,1,Oregon,12,53-49,Virginia,ACC,35,3,0.9210526315789473,34.22,123.4,89.2,P12,25,13,0.6578947368421053,17.86,109.5,91.7
2019,Sweet 16,South,Purdue,3,Tennessee,2,99-94,Purdue,B10,26,10,0.7222222222222222,26.81,122.5,95.6,SEC,31,6,0.8378378378378378,26.24,122.7,96.5
2019,Sweet 16,Midwest,North Carolina,1,Auburn,5,80-97,Auburn,ACC,29,7,0.8055555555555556,27.69,119.7,92.0,SEC,30,10,0.75,25.0,120.9,95.9
2019,Sweet 16,Midwest,Houston,3,Kentucky,2,58-62,Kentucky,Amer,33,4,0.8918918918918919,24.13,115.3,91.2,SEC,30,7,0.8108108108108109,27.57,117.6,90.1
2019,Elite Eight,East,Duke,1,Michigan St.,2,67-68,Michigan St.,ACC,32,6,0.8421052631578947,30.62,120.0,89.3,B10,32,7,0.8205128205128205,30.81,121.0,90.2
